INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (1, 53, 33, '2022-05-04T17:53:44', '99531.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (307, 97, 80, '2022-06-18T18:54:11', '66060.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (306, 21, 6, '2022-09-22T19:09:52', '35524.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (308, 52, 44, '2021-12-24T13:29:08', '68507.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (309, 39, 75, '2022-10-29T01:03:49', '13393.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (265, 80, 90, '2022-04-06T14:52:23', '4635.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (310, 25, 79, '2022-03-17T23:03:21', '95346.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (311, 93, 25, '2022-03-14T01:34:58', '27499.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (314, 47, 62, '2022-08-12T19:44:54', '19206.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (315, 45, 90, '2022-02-05T11:10:11', '54171.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (316, 56, 75, '2022-05-18T14:34:25', '31112.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (317, 64, 19, '2022-03-04T12:02:51', '79911.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (312, 89, 74, '2022-09-07T03:06:54', '1404.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (313, 59, 46, '2022-10-27T07:38:25', '60040.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (318, 64, 32, '2022-03-21T12:13:25', '16349.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (321, 19, 21, '2022-02-06T12:11:20', '95362.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (322, 70, 0, '2022-04-05T10:42:43', '16382.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (319, 10, 74, '2022-03-13T13:19:15', '10841.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (320, 31, 80, '2022-09-06T08:43:45', '81422.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (325, 81, 6, '2022-03-22T09:19:19', '13995.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (323, 55, 14, '2022-08-03T10:45:18', '53174.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (324, 32, 75, '2022-04-10T14:14:19', '78847.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (328, 45, 72, '2022-01-23T06:27:43', '43770.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (329, 0, 69, '2022-01-16T07:49:02', '46817.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (326, 59, 48, '2022-01-08T06:43:09', '68633.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (327, 79, 20, '2022-09-16T23:41:08', '98576.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (332, 85, 35, '2022-05-25T18:16:56', '39794.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (333, 24, 20, '2022-09-22T00:47:50', '11328.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (334, 60, 72, '2022-05-08T23:34:10', '38938.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (330, 21, 1, '2022-03-16T14:04:29', '67726.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (331, 74, 48, '2022-09-09T09:43:35', '25309.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (335, 41, 63, '2022-04-07T13:27:10', '97671.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (338, 51, 66, '2021-12-31T14:52:39', '55259.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (339, 89, 77, '2022-03-02T08:22:09', '46734.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (340, 66, 73, '2022-01-08T00:23:19', '50806.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (341, 86, 37, '2022-08-07T04:23:10', '26359.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (336, 62, 32, '2022-05-07T14:05:55', '77290.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (337, 16, 89, '2022-01-06T20:47:39', '56170.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (342, 52, 40, '2022-11-16T01:37:47', '42548.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (344, 12, 11, '2022-04-20T14:03:35', '82851.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (343, 85, 98, '2021-11-25T07:18:06', '79050.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (347, 62, 85, '2022-01-31T17:40:21', '53527.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (348, 59, 16, '2022-01-14T10:06:59', '22446.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (349, 51, 43, '2022-02-11T19:21:23', '59097.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (350, 96, 97, '2022-05-15T01:31:56', '88401.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (351, 12, 55, '2022-03-07T02:23:41', '78454.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (352, 31, 14, '2022-05-14T10:07:10', '63896.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (353, 29, 74, '2022-11-06T03:52:07', '44737.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (354, 69, 85, '2022-05-27T02:52:00', '38905.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (355, 98, 0, '2022-01-20T08:12:31', '79819.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (346, 30, 88, '2022-06-19T08:02:20', '69070.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (356, 43, 99, '2022-02-03T16:32:19', '24614.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (345, 93, 75, '2022-01-26T03:19:47', '5940.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (358, 80, 44, '2022-09-27T22:20:51', '68896.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (359, 72, 93, '2022-02-09T11:41:31', '96458.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (357, 77, 38, '2022-01-01T03:34:06', '1862.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (362, 80, 64, '2022-04-08T10:13:26', '24675.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (360, 65, 14, '2022-03-21T10:45:53', '8358.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (363, 75, 82, '2021-11-30T04:31:07', '81517.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (364, 24, 20, '2022-02-23T03:58:59', '35175.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (366, 45, 6, '2022-03-13T02:02:24', '62949.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (367, 24, 76, '2021-12-31T16:54:55', '19933.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (368, 46, 55, '2022-07-05T23:11:04', '62342.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (369, 0, 78, '2021-12-25T04:43:13', '39913.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (370, 82, 68, '2022-08-24T02:01:20', '33670.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (371, 15, 94, '2022-08-19T19:47:46', '26689.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (372, 8, 97, '2022-03-30T10:01:02', '41108.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (373, 35, 45, '2022-01-29T18:50:51', '94977.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (374, 25, 63, '2022-06-19T11:01:25', '4057.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (375, 91, 35, '2022-06-10T18:07:38', '60855.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (376, 16, 77, '2022-01-20T22:13:26', '12142.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (377, 25, 70, '2022-11-08T02:31:37', '96327.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (378, 62, 62, '2022-10-14T02:38:59', '73219.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (379, 50, 73, '2022-08-16T14:51:38', '56570.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (380, 47, 75, '2022-06-04T16:37:14', '97172.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (381, 0, 41, '2022-07-24T00:17:39', '75594.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (382, 56, 0, '2022-02-20T10:49:29', '75982.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (361, 15, 2, '2022-03-29T07:57:08', '78080.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (384, 33, 88, '2022-10-24T01:35:11', '78231.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (385, 54, 93, '2022-08-06T02:44:14', '54531.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (365, 4, 60, '2022-09-23T01:30:24', '55326.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (386, 60, 96, '2022-07-17T02:31:11', '72010.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (387, 40, 74, '2022-02-16T19:13:36', '93307.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (388, 64, 52, '2022-07-23T17:57:25', '59065.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (383, 69, 65, '2022-07-09T14:19:50', '4638.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (389, 49, 51, '2022-04-18T14:49:24', '53621.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (390, 61, 46, '2022-07-10T18:01:04', '46776.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (393, 85, 9, '2022-10-11T21:41:18', '8275.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (391, 21, 57, '2022-07-14T09:26:43', '83213.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (392, 18, 14, '2021-12-08T23:04:00', '93059.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (396, 60, 30, '2022-10-17T10:20:34', '2112.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (395, 30, 62, '2022-07-07T00:28:40', '83827.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (397, 49, 90, '2022-06-12T07:12:27', '64029.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (399, 14, 65, '2022-07-01T02:37:52', '32009.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (400, 32, 37, '2022-08-18T06:18:04', '77285.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (401, 25, 55, '2022-06-28T12:26:24', '18259.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (394, 66, 41, '2022-09-14T10:50:33', '2135.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (398, 57, 69, '2022-08-28T02:09:41', '70874.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (402, 91, 97, '2022-01-25T06:42:47', '14805.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (405, 70, 81, '2022-07-25T00:56:37', '38315.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (406, 3, 0, '2022-01-17T03:34:11', '23815.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (403, 57, 27, '2022-01-20T02:17:33', '83823.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (404, 37, 14, '2022-04-22T19:13:37', '60466.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (409, 25, 12, '2022-08-31T12:46:34', '24942.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (410, 79, 26, '2021-11-28T04:03:26', '92677.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (411, 55, 55, '2022-07-18T23:57:04', '73162.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (407, 90, 2, '2022-05-12T17:10:26', '14521.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (408, 19, 90, '2022-02-04T21:39:39', '65552.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (412, 88, 58, '2022-04-26T19:31:23', '74899.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (415, 60, 57, '2021-11-30T10:33:36', '1277.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (413, 93, 76, '2021-12-29T06:45:23', '56376.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (416, 0, 35, '2022-03-08T08:21:00', '33123.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (417, 65, 80, '2022-07-15T00:05:02', '44618.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (419, 77, 41, '2022-04-18T23:20:07', '42839.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (420, 27, 2, '2022-10-09T23:48:48', '64073.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (421, 0, 19, '2022-11-15T05:00:36', '51579.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (422, 77, 55, '2022-06-23T17:40:16', '63780.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (418, 72, 8, '2022-11-11T17:57:44', '25963.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (423, 19, 93, '2022-01-22T01:32:34', '61382.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (425, 44, 72, '2022-10-14T11:14:45', '50842.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (426, 2, 84, '2022-04-05T08:09:19', '13048.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (424, 43, 27, '2022-10-13T11:18:27', '74165.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (427, 45, 76, '2022-10-09T09:45:19', '58906.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (414, 86, 97, '2022-04-11T00:05:30', '8475.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (428, 91, 15, '2022-10-15T06:06:40', '48135.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (431, 58, 78, '2021-12-16T17:05:00', '3480.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (430, 92, 76, '2022-05-18T22:03:13', '49819.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (429, 74, 8, '2021-12-05T21:40:38', '95020.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (432, 97, 64, '2022-02-22T02:59:25', '51837.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (434, 50, 29, '2022-04-04T09:02:55', '59785.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (433, 26, 89, '2022-08-09T16:33:51', '9212.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (435, 30, 34, '2022-03-13T09:28:33', '19180.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (436, 30, 48, '2022-10-06T22:20:58', '33897.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (439, 53, 47, '2022-07-24T02:54:20', '66912.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (440, 24, 69, '2022-06-28T17:05:36', '8084.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (438, 36, 78, '2021-11-19T00:36:08', '36753.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (441, 68, 91, '2022-08-06T12:52:23', '90200.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (437, 77, 74, '2022-11-01T22:03:13', '2053.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (442, 64, 81, '2022-08-05T00:05:51', '60484.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (445, 65, 7, '2022-04-16T18:15:27', '29753.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (443, 22, 100, '2022-11-07T13:00:23', '15199.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (444, 34, 49, '2022-09-29T04:34:02', '62373.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (446, 95, 21, '2022-01-03T16:49:38', '99286.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (449, 34, 63, '2022-04-07T14:37:18', '17721.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (450, 98, 47, '2022-06-19T21:17:52', '31820.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (448, 86, 73, '2022-02-07T01:34:46', '40714.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (447, 16, 17, '2022-02-16T03:05:09', '27475.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (453, 40, 2, '2022-05-13T16:48:48', '51354.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (451, 17, 59, '2021-12-02T01:28:18', '28256.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (452, 99, 75, '2022-02-05T17:39:21', '87488.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (454, 66, 41, '2022-01-29T14:17:13', '59690.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (457, 71, 68, '2022-04-17T06:05:43', '37102.00')
INSERT INTO transaksi_pembelian (t_pembelian_id, pg_id, sp_id, t_pembelian_waktu, total_harga_pembelian) VALUES (455, 83, 37, '2022-10-31T16:36:28', '74585.00')
